iter	RMSE
139	0.0854892886
140	0.08536476018
141	0.08509332141
142	0.08486287571
143	0.08464780531
144	0.08454832276
145	0.08432344451
146	0.08403027816
147	0.08394915914
148	0.08374465421
149	0.08349901316
150	0.08340694684
151	0.08330913047
152	0.08326115894
153	0.08319009844
154	0.08298443348
155	0.08273543489
156	0.08252744237
157	0.08222708145
158	0.08196877735
159	0.0817640678
160	0.08170545614
161	0.08153829402
162	0.08147694031
163	0.08126301947
164	0.08116957502
165	0.08101465808
166	0.08084092447
167	0.08055729542
168	0.08040759654
169	0.08014286611
170	0.07994202855
171	0.07973421195
172	0.07954072345
173	0.07925981779
174	0.07905284608
175	0.07880685075
176	0.07860165676
177	0.07847925325
178	0.07821421653
179	0.0780361477
180	0.07796410549
181	0.07776467765
182	0.07750174829
183	0.07743150405
184	0.07726814417
185	0.07712749051
186	0.0769146762
187	0.07678468415
188	0.07662984617
189	0.07645561053
190	0.07633366121
191	0.07628792087
192	0.0760696988
193	0.07587958217
194	0.07572858158
195	0.0755718255
196	0.07540803252
197	0.07522024909
198	0.07515621271
199	0.07509541647
200	0.07481778554
201	0.07463606275
202	0.07433018362
203	0.07427289161
204	0.07410287536
205	0.0740517679
206	0.07390804955
207	0.07380152937
208	0.07377304456
209	0.07356657846
210	0.07340789955
211	0.07320552004
212	0.07300900302
213	0.07280052916
214	0.07274281156
215	0.07246934251
216	0.07235312813
217	0.07216357478
218	0.07201314732
219	0.07191827293
220	0.07180740753
221	0.07168019639
222	0.07156748906
223	0.0713756881
224	0.07123415248
225	0.07106458667
226	0.07090556096
227	0.07073238545
228	0.07057454925
229	0.07046042
230	0.07033425417
231	0.07023375458
232	0.06999858583
233	0.0699787908
234	0.06996041476
235	0.06981065718
236	0.06970224538
237	0.06963118665
238	0.06952074578
239	0.06938728701
240	0.06927628867
241	0.06910889569
242	0.06880864781
243	0.06870429396
244	0.06848121586
245	0.06846836358
246	0.06845460948
247	0.06839583583
248	0.06826135216
249	0.06801175179
250	0.06796722847
251	0.06773476674
252	0.06761170776
253	0.06735108713
254	0.06721602471
255	0.06710118516
256	0.06696751392
257	0.06692464033
258	0.06673790306
259	0.06672454732
260	0.06668879937
261	0.06659401826
262	0.06649345596
263	0.06644156519
264	0.06630641993
265	0.06616566918
266	0.06610217166
267	0.06597409259
268	0.06592220823
269	0.06583796065
270	0.06571596193
271	0.06568313206
272	0.06558387136
273	0.06549380971
274	0.06546151636
275	0.06533102989
276	0.0651995061
277	0.06507876849
278	0.06503935274
279	0.06492498496
280	0.06467490822
281	0.06450789318
282	0.06449720332
283	0.0644606924
284	0.06430873433
285	0.06427068485
286	0.06416303205
287	0.06399120833
288	0.06391203901
289	0.06380225049
290	0.06369600087
291	0.06354506302
292	0.06353565193
293	0.06339421177
294	0.06323473298
295	0.06310021175
296	0.06297577402
297	0.06282440502
298	0.06278507682
299	0.06265665173
300	0.06262784788
301	0.06247685205
302	0.06232249096
303	0.06218429811
304	0.0620746599
305	0.06185971649
306	0.06173153231
307	0.06162056518
308	0.06157042088
309	0.06153764869
310	0.06139081027
311	0.06126522668
312	0.06115317462
313	0.06107789725
314	0.0610014572
315	0.06082948171
316	0.06074755162
317	0.06062010933
318	0.06048542312
319	0.06039355254
320	0.06020140029
321	0.06003449919
322	0.05992818624
323	0.0598116443
324	0.05969204902
325	0.05961403647
326	0.05951828284
327	0.05933954664
328	0.05917119863
329	0.05910202545
330	0.05904007536
331	0.0589054243
332	0.05877592276
333	0.058668388
334	0.05855605749
335	0.05841060996
336	0.05834446288
337	0.05826161543
338	0.05824323495
339	0.05816910922
340	0.05803788404
341	0.05793277389
342	0.05784717911
343	0.05783418294
344	0.05773076482
345	0.05772113937
346	0.05757085723
347	0.05744245747
348	0.0573418872
349	0.05727710028
350	0.05717206876
351	0.05706575214
352	0.05699288098
353	0.05693047585
354	0.05683894909
355	0.05681452784
356	0.05670583741
357	0.05667544134
358	0.05655015893
359	0.05645065715
360	0.0564428225
361	0.05636395893
362	0.05628507878
363	0.05618779334
364	0.05606819562
365	0.05597504706
366	0.05593740758
367	0.05589543727
368	0.05577963474
369	0.05564988146
370	0.05552990212
371	0.05533525785
372	0.0552645073
373	0.055175683
374	0.05502380595
375	0.05492211433
376	0.05481532008
377	0.05477222749
378	0.0546614404
379	0.05457422705
380	0.05453295953
381	0.05446772143
382	0.05431529219
383	0.05421619256
384	0.05414150006
385	0.05413194185
386	0.0540669763
387	0.05388037769
388	0.05377957558
389	0.05366730236
390	0.0536580759
391	0.0535907321
392	0.05352970343
393	0.05343637082
394	0.05342852879
395	0.05340685579
396	0.05331489819
397	0.05330283675
398	0.05321136368
399	0.05313852376
400	0.0530320953
401	0.05296164405
402	0.05285726581
403	0.05277473702
404	0.05273575152
405	0.05258388949
406	0.05252240339
407	0.05243193035
408	0.05239090732
409	0.0523255978
410	0.05223479002
411	0.05215389756
412	0.05204488716
413	0.05195420819
414	0.05181868569
415	0.0516842698
416	0.05158386916
417	0.05145721721
418	0.05136899399
419	0.05134984439
420	0.05131001564
421	0.05121779532
422	0.05118792612
423	0.0511029284
424	0.05102201758
425	0.0509616563
426	0.05088170513
427	0.05081675576
428	0.05071992191
429	0.05069861147
430	0.05066190809
431	0.05059424625
432	0.05046970899
433	0.05033141587
434	0.05021905256
435	0.05012918761
436	0.0500339119
437	0.04997392123
438	0.04992981109
439	0.04983481626
440	0.04974592536
441	0.04968362262
442	0.04958869756
443	0.04951835558
444	0.04941050185
445	0.04940388896
446	0.04931754598
447	0.04924844101
448	0.0491868152
449	0.04911282807
450	0.0490551191
451	0.04899824703
452	0.04898898412
453	0.04890535489
454	0.04882291197
455	0.04872795253
456	0.04868228471
457	0.04861258114
458	0.04853696043
459	0.04845030741
460	0.04833584693
461	0.04829240665
462	0.04821881049
463	0.04811406579
464	0.04807032937
465	0.04806500568
466	0.04805905752
467	0.04798695257
468	0.0479062306
469	0.04783008658
470	0.04773948355
471	0.0476610696
472	0.0476155483
473	0.04749626294
474	0.04740818282
475	0.04728689294
476	0.04722387986
477	0.04713400479
478	0.04705497388
479	0.04705078501
480	0.04694708362
481	0.04689874869
482	0.04688329356
483	0.04687845012
484	0.0468158523
485	0.04671481962
486	0.04665067142
487	0.04654791357
488	0.04648868013
489	0.04640048442
490	0.04635175767
491	0.04621667573
492	0.04621012387
493	0.04613878389
494	0.04609469204
495	0.04603566992
496	0.04591170209
497	0.04579511651
498	0.04573346295
499	0.04566060728
500	0.0455843578
501	0.04549438986
502	0.04548772934
503	0.04548391658
504	0.04546138634
505	0.04536903728
506	0.04530601465
507	0.04530231698
508	0.0452506662
509	0.04522472876
510	0.04512992615
511	0.04509727188
512	0.04508912821
513	0.04508526308
514	0.04508137935
515	0.04503148331
516	0.04495513945
517	0.04491607751
518	0.04482940403
519	0.04472547899
520	0.04463931206
521	0.04456649933
522	0.04455769708
523	0.04455419895
524	0.04446466502
525	0.04437885188
526	0.04437429994
527	0.04430269539
528	0.04420514783
529	0.04411935411
530	0.04411612796
531	0.0440399767
532	0.0439919445
533	0.04392474325
534	0.04386768022
535	0.0438061853
536	0.04374692443
537	0.04367796181
538	0.0436388643
539	0.04363275093
540	0.04359683376
541	0.04352452362
542	0.04338796983
543	0.04332189585
544	0.04329709748
545	0.04320511362
546	0.04310702482
547	0.04305055312
548	0.04302603957
549	0.04293507122
550	0.0428128169
551	0.04280911423
552	0.04275088487
553	0.04269248638
554	0.04260648892
555	0.04254887082
556	0.04245928385
557	0.04240584658
558	0.04234737193
559	0.04224390795
560	0.0421929669
561	0.04214930261
562	0.04212244544
563	0.04204569748
564	0.04199266022
565	0.04191936905
566	0.04184140451
567	0.04176339835
568	0.04175964098
569	0.04171085583
570	0.04167583729
571	0.04161254564
572	0.04152738779
573	0.04147709459
574	0.04141125765
575	0.04134713913
576	0.04125324576
577	0.04122241114
578	0.04116428438
579	0.04110796179
580	0.04106438569
581	0.04101291725
582	0.04092922216
583	0.04085375864
584	0.04076511788
585	0.04072993859
586	0.04069654517
587	0.04066824133
588	0.04053961464
589	0.0404944697
590	0.04046426023
591	0.04038509884
592	0.04037929489
593	0.04033359468
594	0.04029768984
595	0.04028878026
596	0.04028553574
597	0.04021488765
598	0.04018213372
599	0.04013391851
600	0.04006656778
601	0.04003310013
602	0.0399402044
603	0.03990105217
604	0.03984531401
605	0.03979156675
606	0.03963944535
607	0.03956591948
608	0.03942908574
609	0.03942482811
610	0.03930420771
611	0.03926403792
612	0.03920599768
613	0.03912914376
614	0.03906351709
615	0.03898136889
616	0.03890202058
617	0.03887157944
618	0.03883322849
619	0.03877027657
620	0.03872171842
621	0.03863731111
622	0.03858089476
623	0.0385150421
624	0.03846956423
625	0.03840626531
626	0.03836107891
627	0.03827985884
628	0.0382183363
629	0.03814993109
630	0.038130357
631	0.03808413595
632	0.03799648641
633	0.03793557329
634	0.0378775523
635	0.03786003959
636	0.03781445208
637	0.03774751773
638	0.0377285467
639	0.03762350515
640	0.03753267376
641	0.03748708463
642	0.03742257325
643	0.03734256884
644	0.03729575246
645	0.03724792657
646	0.03720930054
647	0.03715845026
648	0.03711054065
649	0.03703782875
650	0.03697142878
651	0.03695296666
652	0.0368621914
653	0.03679173753
654	0.03678762319
655	0.03673757437
656	0.03663662471
657	0.03663363299
658	0.03661252647
659	0.03659098635
660	0.03656027167
661	0.03650885235
662	0.03645208377
663	0.03639878715
664	0.0363528307
665	0.03631309269
666	0.03625854586
667	0.03616431588
668	0.03610785019
669	0.03604514872
670	0.03603063604
671	0.0359956481
672	0.03597731325
673	0.035941039
674	0.03591827059
675	0.03591497654
676	0.03587077736
677	0.03584979393
678	0.03584613607
679	0.03582622284
680	0.03576507615
681	0.03570829573
682	0.03567220565
683	0.03562302493
684	0.03557558082
685	0.03550717287
686	0.03547868137
687	0.03539076432
688	0.03530317759
689	0.03524281273
690	0.03521843473
691	0.03516695495
692	0.03512367625
693	0.03508508018
694	0.03502359944
695	0.03497177747
696	0.03489787869
697	0.03486918331
698	0.03480025704
699	0.03473814458
700	0.03469492944
701	0.03466230095
702	0.03463938289
703	0.03461222713
704	0.0345731032
705	0.03453237748
706	0.03449414403
707	0.03444405025
708	0.03439318995
709	0.03436198832
710	0.03430886097
711	0.03428296123
712	0.03426210317
713	0.0342168294
714	0.03421194108
715	0.0341946132
716	0.03415269369
717	0.03408568058
718	0.03402669571
719	0.03396814678
720	0.03394362448
721	0.03391402077
722	0.03390278269
723	0.03386431441
724	0.03382239467
725	0.03381601879
726	0.03376857936
727	0.03369514579
728	0.03366635099
729	0.03358244305
730	0.03355494948
731	0.03348008234
732	0.03344156452
733	0.03336990784
734	0.03330410589
735	0.03327533027
736	0.03321702671
737	0.03316407361
738	0.03311909629
739	0.03308342036
740	0.03305337217
741	0.03298926309
742	0.03296879288
743	0.03290980725
744	0.0328730397
745	0.03280068459
746	0.0327428171
747	0.03270986363
748	0.03269665081
749	0.03269243718
750	0.03264978335
751	0.03260453881
752	0.0325740141
753	0.03251089908
754	0.03250915631
755	0.03245811608
756	0.03242359472
757	0.03238145226
758	0.03235331305
759	0.03228470216
760	0.03225410685
761	0.03219383649
762	0.03214709948
763	0.03210380253
764	0.03204697693
765	0.03200925629
766	0.03194527585
767	0.03193049609
768	0.03192155269
769	0.03185632887
770	0.03182287118
771	0.03178461884
772	0.03174705098
773	0.03169766529
774	0.03167033649
775	0.03161358016
776	0.03156218702
777	0.03148829398
778	0.03145220137
779	0.03141928288
780	0.0313773585
781	0.03131818516
782	0.03127632931
783	0.03125042906
784	0.03123509868
785	0.03120199852
786	0.03115329935
787	0.03109127091
788	0.03104779151
789	0.03099957482
790	0.03096092418
791	0.0309141854
792	0.03085787597
793	0.03082158506
794	0.03076026855
795	0.03070844413
796	0.03066286021
797	0.03066039509
798	0.03061461384
799	0.03057183246
800	0.03052360943
801	0.03050904133
802	0.03044877208
803	0.03040850476
804	0.03037143884
805	0.03035152482
806	0.0302775005
807	0.03021706153
808	0.03018656898
809	0.03014048442
810	0.03008997569
811	0.03007380687
812	0.03005725065
813	0.03004541277
814	0.03000679564
815	0.02997703976
816	0.02993521441
817	0.02989983415
818	0.02987588617
819	0.02982977946
820	0.02981443541
821	0.02980538244
822	0.0297774963
823	0.02970934115
824	0.02970524532
825	0.02968147445
826	0.02967237053
827	0.02963731997
828	0.02959331438
829	0.02956786151
830	0.02951755874
831	0.02945994242
832	0.02945790935
833	0.02942465163
834	0.02942228446
835	0.02936688782
836	0.02936224364
837	0.02934037057
838	0.02933772971
839	0.02929803047
840	0.02926204398
841	0.02922207299
842	0.02920051871
843	0.02918209858
844	0.02913522442
845	0.02913373246
846	0.02908240687
847	0.02905270926
848	0.02905126245
849	0.02901617356
850	0.02901352422
851	0.02900156818
852	0.02896945213
853	0.02894920336
854	0.02894832203
855	0.02892908336
856	0.02889144054
857	0.02883430561
858	0.02877855357
859	0.02875423069
860	0.02872785599
861	0.02872558564
862	0.02869542776
863	0.02866403315
864	0.02864637899
865	0.02859809991
866	0.02856172605
867	0.0285159274
868	0.02848594778
869	0.02845857062
870	0.02842948369
871	0.02839807324
872	0.02836749241
873	0.02832669499
874	0.02830402377
875	0.02828392034
876	0.0282598416
877	0.02820668119
878	0.02818212646
879	0.02814175504
880	0.02808560136
881	0.02804379184
882	0.02801375182
883	0.02795890139
884	0.02793491905
885	0.02790571343
886	0.02786203214
887	0.02783489673
888	0.02783172433
889	0.02781199939
890	0.0277655897
891	0.02773292033
892	0.02770092708
893	0.02767929536
894	0.02766626648
895	0.02759485884
896	0.02753519758
897	0.02751936785
898	0.02745391196
899	0.02742064188
900	0.02740317036
901	0.02736917225
902	0.0273190545
903	0.02731785051
904	0.02731264011
905	0.02728815833
906	0.02724906347
907	0.02722053049
908	0.02717210549
909	0.02715905659
910	0.02712425063
911	0.02706048136
912	0.02702189388
913	0.02697601408
914	0.02695167247
915	0.02692538643
916	0.02690304419
917	0.0268771255
918	0.02686863664
919	0.02683971445
920	0.02679910085
921	0.02677404886
922	0.02674228526
923	0.02670741414
924	0.02666640029
925	0.02665806189
926	0.02661285171
927	0.02658494183
928	0.02655901686
929	0.02653991813
930	0.02653824099
931	0.0265023254
932	0.02647624041
933	0.02646339592
934	0.02643684317
935	0.02641753119
936	0.02640770645
937	0.02633827687
938	0.02629609976
939	0.02628937825
940	0.02626528597
941	0.02625062792
942	0.02621612871
943	0.0261835383
944	0.02614960472
945	0.02610762856
946	0.02608923374
947	0.02607462363
948	0.02605827841
949	0.02601132271
950	0.02600283132
951	0.02598720742
952	0.02595038985
953	0.02591746321
954	0.02591045996
955	0.02587038451
956	0.02582299222
957	0.02580292681
958	0.02577820467
959	0.02574232991
960	0.02571576043
961	0.02570646917
962	0.02568790975
963	0.02564421475
964	0.02558995269
965	0.02555422309
966	0.02552282017
967	0.02548913734
968	0.02546054701
969	0.02541478993
970	0.0253851121
971	0.02536728169
972	0.02533430712
973	0.02533306624
974	0.02530368384
975	0.02527428202
976	0.02525032822
977	0.02522994316
978	0.0251990605
979	0.02518523865
980	0.0251507082
981	0.02514956147
982	0.02513278033
983	0.0250961548
984	0.02506070515
985	0.02502711002
986	0.0249947294
987	0.02496011775
988	0.0249170485
989	0.02489289194
990	0.02487308843
991	0.02486122909
992	0.02484483137
993	0.02479804759
994	0.02477510217
995	0.02473391329
996	0.02470965856
997	0.02467893109
998	0.02464968383
999	0.02460282741
